[NEW_DOCUMENT: DOCid=1, lang=bzd, DOCNAME=Los Bribris y Cabécares de Sulá].	[NEW_DOCUMENT: DOCid=1, lang=spa, DOCNAME=Los Bribris y Cabécares de Sulá].
Kápague” Siguëglö Kawö jemi yabala sërikëwá” Narración “El señor Sol y los niñitos huracanes” Yabalá cabecarwá jewa ña kögetölöga sañirebö.	Sucede que el señor Sol se acuesta todas las noches bien cansado, después de haber trabajado durante el día.
Jírpala kawö je batöjunte ikalgu je batalá je kashöra, jenera jiewa yabalá kianá isawó manebi “sërikë” jerö yabalá mañal tsinela jewa ka shtrirta, serdö je jer.	
Jenera siguëglöwa kawö kapöke katuirda wara shtriléwa taí, miga ishkabalá taí je uköskara.	Su labor es muy importante; él nos da el calorcito necesario para vivir y la luz suficiente para que la vida crezca.
Jie je kané je sikeirö taí; jiete saje ia ibali kaku megué sa senaglö jemi kañine wegueite taí olojkö jilé bëna je kabinaglö, je senagló bawa tköjunta.	El maíz sonríe feliz cada vez que el señor Sol, lo alumbra; tal vez a eso se deba que las mazorcas agradecidas sean amarillitas, como él.
Kuöklö jem i kuö jewa ksër kecrá bárama miga kawö je jegögara jera, jete kaolor kaku megue ia; jele kuegui kuöwö jewarö kokórama, Narración “El señor Sol y los niñitos huracanes”: Los niños cabéc ares se levantan muy temprano.	Al señor Sol le cuesta levantarse, se da vuelta, se tapa con las nubes hasta arriba, pero aún así los “sërikë” lo encuentran.
Apenas el señor sol comienza a asomarse y a mostrar sus primeros rayitos, ellos tienen la esperanza de ver a los “s ërikë”, que son tres pequeños huracanes niños, muy traviesos.	A estos niñitos juguetones nada se les escapa, mucho menos el señor Sol.
Kápague” Siguëglö Kawö jemi yabala sërikëwá” Narración “El señor Sol y los niñitos huracanes” Yabalá cabecarwá jewa ña kögetölöga sañirebö.	El más pequeñito, el “yaba batásku”, siempre lo encuentra de primero y le dice: “Señor Sol, ¿todavía está dormido?”
Jírpala kawö je batöjunte ikalgu je batalá je kashöra, jenera jiewa yabalá kianá isawó manebi “sërikë” jerö yabalá mañal tsinela jewa ka shtrirta, serdö je jer.	
Jenera siguëglöwa kawö kapöke katuirda wara shtriléwa taí, miga i shkabalá taí je uköskara.	Oh sí, sí – le responde haciéndose el tonto, pero ya me levanto, ya es hora de trabajar.
Jie je kané je sikeirö taí; jiete saje ia ibali kaku megué sa senaglö jemi kañine wegueite taí olojkö jilé bëna je kabinaglö, je senagló bawa tköjunta.	Mientras, los “serike” se tapan la boca para soportar la risa que les da el haber encontrado al señor Sol escondido.
Kuöklö jem i kuö jewa ksër kecrá bárama miga kawö je jegögara jera, jete kaolor kaku megue ia; jele kuegui kuöwö jewarö kokórama, mané jie suta.	A esta hora el señor Sol tiene aún sus bigotes arrollados y se ve algo descuidadillo, por eso “yaba batáku” le dice: ¿Quiere vestirse?. . .
Jenera siguéglöpa kawö je bikër taí ka jie je kaglegá, ka ishkinagle, ijek kitiögewa mowa kami kalabë, jenera “sëriké” jet e ikuerasá, kawö jek daliwake jamigí, jamigí jenera yabalá jete ikuérasá, ka kawö tköjunta iyiga.	
Yabá tsíne gla, “yabá batasku”, jete ikuérasá sögötö jete ishe keia sögötö ia: • “ Siguéglöpa kawö, ¿ba kapokeia?” • Ah yina, jo, joo yiná jebi ikugaite köwableyë, jenera jirö sjeköraga, kawö degaju naka shkabalöglö.	
Jeböra “sërike” jewate ijañetse, manebi ite kawö kuaite kapëlëwa, jekbelewa.	
Jébora isuaite kawö je klgu karö bichiritke karö pasugle, ñerö “yabá batasku” Jete isha ia: • ¿Ba kiané sua jiö?. . . sa bitë ba kima”. • Ha, wéktela, ka yis kiané jegögá , jebi kawöte ikugá.	Nosotros venimos a ayudarle” Ah, muchas gracias, aunque yo no tenía deseos de levantarme , confiesa el señor Sol.
Kañir batojunka sañiré, jer i oshna taí, ñerö jeska sërikë wate i kalgu je jiayetoloma batsí jami kijigi, kawö je jeköglogá shkabalö. ~~~ Je ikalgú je jia yaite batsílita taí.	Son recién las cinco de la mañana y da un gran bostezo, pero los sërikë le agarran los bigotes cada uno de un lado y comienzan a estirarlos y a prepararlos para que el señor Sol, realice su labor diaria.
Je kalgu jené suek e sate rö miga kecrá sañira; jiewa nerö kawö oloi rö jenete kábata bëna je ñineweké.	Cada uno tira un puñado de bigotes de cada lado y van jalándolos más y más.
Miga ite kawö kalgu jiayegé taí jera jené sueke saterö kecrá kañinawa rö.	Esos bigotes es lo que uno ve en la mañana; ellos son la luz del alba que alumbra nuestro horizonte.
Miga kawö desajunra kalabë, jera sërike wate kawö kalgú jiayasá kalabë.	Cuanto más tiren de los bigotes los huracancitos, más calor hace y hay más luz.
Bulía bas kiané sërik e je sawó, jera bas kiané ñaköga sañirebö isawó maneguepi yabalá sërike wate kawö jiayegué” (Varas, Valeria y Fernández Torres, Severiano, 1989: 116) Narración “Historia del Clan Tukwák”: Kápaké “Tukwa ditseiwö paké”: Tachiwa, migöwa jeate Tukwak siwá je pagué, maneguepí Siböte kawö májatana sa ia.	
Ishe sa siguëglö wate sögötö jeraukwa je ditsëiwö jerö tukwö, je yuk guichá jene suegé sa terö.	Cuando el sol ha salido completamente, ya le han estirado todos sus bigotes.
Jene keweiska jie je tsikinel rö tsinela, chöwöiagla je tsagu jerö botkö, jebi Sibö jérbika rö, jerö bechi je kabl a, sakëblawa je köjiöglö, jewa sergé ji ka yöbi je guirö.	Si mañana quieren ver a los sërikë, hay que levantarse muy temprano para observar cómo esos pequeños huracanes niños le jalan los bigotes al señor Sol”.
Ñerö sate ishera ñerö je këglö je kápakoké Sakébla wara, jilé bëna kápagué je she keite Kápaké “Tukwa ditseiwö paké”: Miga kawö desajunra kalabë, jera sërike wate kawö kalgú jiayasá kalabë.	
Bulía bas kiané sërik e je sawó, jera bas kiané ñaköga sañirebö isawó maneguepi yabalá sërike wate kawö jiayegué” (Varas, Valeria y Fernández Torres, Severiano, 1989: 116) Narración “Historia del Clan Tukwák”: Kápaké “Tukwa ditseiwö paké”: Tachiwa, migöwa jeate Tukwak siwá je pagué, maneguepí Siböte kawö májatana sa ia.	(Varas, Valeria y Fernández Torres, Severiano, 1989: 116)Narración “Historia del Clan Tukwák”:Los abuelos y las abuelas cuentan la historia del origen del can Tukwák, que fue creado por Sibö.
Ishe sa siguëglö wate sögötö jeraukwa je ditsëiwö jerö tukwö, je yuk guichá jene suegé sa terö.	El clan Tukwák al principio era un tubérculo, una raíz conocida como el ñame.
Jene keweiska jie je tsikinel rö tsinela, chöwöiagla je tsagu jerö botkö, jebi Sibö jérbika rö, jerö bechi je kabl a, sakëblawa je köjiöglö, jewa sergé ji ka yöbi je guirö.	De esta raíz nació un pequeño hombrecito que tenía una cabeza con dos caras, así quiso Sibö que fuera para confundir a los seres malévolos llamados káblawá y Sakéblawá, que existían en la Tierra.
Ñerö sate ishera ñerö je këglö je kápakoké Sakébla wara, jilé bëna kápagué je she keite ia wöktö eklawa, je uköskara wöktö ekla jewa ji jañetse keite, jebi ikayuwögé i bolkiwara.	El representante del clan Tukwák conversaba y contaba buenas historias, tradiciones con una cara y con la otra, narraba relatos inverosímiles con las que burlaba a los espíritus malignos.
Jiewa kiané ji yöbí je bikösá, je tögapá ikiané saje ditsö je katötölomí kalabë, jerö Sibö yabalá.	Ellos querían apoderarse y destruir a los Cabécares, las semillas de Sibö.
Ñerö ditsö Tukwak tsinegla jewa kipë pata pachelé bárama dölörama je rami je bulane wegeite maitö, ka bëna jenaká, mai idamiska, kábataná, diglö tkömi, dayë je tkömi, jerö iwa kablawa je chagölö, bë je tsöglötë, jewa bëna sergé ji kaki.	El hombrecito del clan Tukwák llevaba una ocarina y una concha de caracol pintaditas y bien adornadas, con las que producía sonidos melodiosos por todos los lugares donde andaba: en la montaña, a la orilla del río, en el mar; con el propósito de llamar la atención de los Káblawá y los sakéblawá, malos espíritus que vivían y andaban aquí en la Tierra.
Mískalera Kablawá jemi Sakéblawa jewate i te ichagá: ¿maí sigëglöwá bate je je kipë bárama je kuarö je bulardö énasí ka je tsëleta yis wa?	Cierto día los Káblawá y los Sakéblawá le preguntaron: ¿Dónde encontró usted señor Tukwák esa ocarina y esa concha de caracol que producen sonidos tan maravillosos?
Sa ki je kiané bacha suta sa bulanalö.	Nosotros queremos tener unas iguales a las suyas.
Ñerö sigëglöwá Tukwák jete ikugá bétebe manebi je kipë je körmirö, yiste kalklö yakamí ka shaka elke, elke, kal wökuchiwa, kal julaskuwá, kal cheiwa, je marga ji jishögö ki dögajun jöi kashaga, jené batawa yiste je bëwö kie “Yilí” je batalá je pasarö dalabuktöga.	El señor Tukwák les contestó de inmediato que para conseguir esos objetos, había hecho un gran esfuerzo en construir una escalera con troncos y ramas de árboles,que empezaba aquí en la tierra y llegaba a desprender unas puntitas de las estrellas llamadas “Siete cabritas” , colgadas allá en el cielo.
Jebi, neste je batá kuasarö, jené damiswa molewa yis kulí jemirö, jene bulane wekeste, jené tsegué basterö.	Así, había obtenido los objetos que llevaba puestos en el cuello y que producían sonidos tan melodiosos.
Kalabë jilë bëna je sha sigëglowa Tukwate jerö kayue këglö.	Pero todo lo que había dicho el señor Tukwák era una mentira.
Ka je jueé káblawa, sakéblawa ka wögi ijuëné jiewané wuakuané tuargerö.	No se imaginaban los káblawá y los Sakéblawá, que esa idea era solo para lograr su propia destrucción.
Kablawá jemi sakéblaw á jewa ksëna bárama, kané, iñakagá cha yuwö marga jöi siwaki kalwa, dögajun mai mo tsoska, biketsaite jiewa dögajulur mai “Yilí” soska jöi kashaga.	Los Káblawá y los Sakéblawá entusiasmados con la idea y con mucha curiosidad, empezaron unos sobre otros a construir una enorme escalera de madera para llegar hasta las nubes y cruzarlas hasta alcanzar las puntitas de las estrellas de las “Siete cabritas” allá en el gran Universo.
Jenera idamijulur kasha moska jera, mo shanaka, kalí jemi Sërikë je butrunaka siwara taí jete i butrajaté kalabë döne jiskine.	Pero cuando llevaban la escalera en medio de las nubes, se formó en la Tierra una gran tormenta con lluvia, rayos y vientos huracanados, que destruyó al instante la construcción de la escalera.
Kalabë Kablawá jemi Sakeblawá jewa tsaku shenatölötë jewa jolonate jiski, sigawa je panatölötë male isiga jewa shkinagla.	Todos los Káblawá y los Sakéblawá perdieron el equilibrio y cayeron al suelo, unos murieron, otros quedaron malheridos y otros sobrevivieron.
Ñerö Sibö dëjuntë, kaiwa itötölömí, ibiketsaite biaste ijianewetölömí bëwák yë, siníyë, kasiríyë, duëyë, mulurb iyë, salyë jemi nimáyë, jewarö yakeyë katana, ñana mané kuöwöyë, ji ditsö bëna je tsikirké jewa yiga kuöwö ia,.	Entonces vino Sibö, y para no matarlos, decidió convertirlos en diferentes animales, como el jabalí, el saíno, el pavo, el venado, los monos y los peces con el propósito de que sirvieran como alimento para los hombres de maíz, los Ditsäwák, quienes pronto poblarían la Tierra.
Sibö jenete je bëna je yuarö ji kaki ditsö jewa ia.	Sibö hizo este trabajo de transformación para dejar el terreno fértil y un ambiente agradable a los hombres de maíz, los Cabécares.
“¡Diká bëblo, Sibö dëblö!	“¡Diká bëblo, Sibö dëblö!
Bas jerö ditsöwo báwa shtö, je yuwarö Siböte.	Ustedes serán clanes nobles, creados por Sibö.
Kecrá señira jera b aste jilé bárama je kaku suerá.	En cada mañana verán muchas cosas bonitas.
Jiewa serdá ji kaki, ¡bassenó ñara bárama, ke bas ña weika. ~~~ Ñerö Siböte diká klö shukueita taí je wökuci tiasa batata sibúrama je batá ki iñajaglagá.	Morarán por siempre en este lugar, ¡esfuércense por vivir en paz!”Sibö cortó un gran trozo de pejibaye con espinas puntiagudas y allí los sentó.
Töapa ite ia tsirú bal jemi kajué je kaku maite ia, mané Tukwak sögötö tsikinaglö je yana iwa Siböte i sha ia: Jiewa yörmi jawáyë, jiewa sakawá je tsátköglö, manewa kirërké jewa böinewaklö, sakawa disö jewa tsátköglö kalabë.	Luego les sirvió cacao y café para que los primeros aprendices de los Tukwák probaran y tomaran Sibö les dijo: Ustedes serán buenos médicos, líderes orientadores de su pueblo, deben curar a los enfermos, ayudar a otros clanes y hacer el bien a los demás.
Sibö jete sia kaku ma jiewa ia, ksë ba, kápakë jemi jérike taí je kápagöglö jewa shöglö, jekkepa i shaite ia ka baste jilé selwí je she, bikeitse ñara.	Sibö les dio piedras mágicas, canciones poéticas y poderes fantásticos para curar y les pidió que no practicaran la maldad.
Tukwak je sakawa, je kalawa jewawá kápakë juñér taí, jiewa siwei, jiewa kawöta kápakë ba je washö bëna ikalawa ia je ka siguei kiegunata, siwá bëna je kaku megué bëna sa kalawa ia, ka je watue guna.	Los descendientes de los Tukwák conocen su historia, su tradición milenaria, su deber es compartir su sabiduría con los demás y no pedir nada a cambio, La sabiduría se comparte, no se vende.
Sa siwá jerö sigueita taí, jerö saje wuwua je icha, sa jer kunewaglö, jenete sa senewegé takírö, sa jérbiköglö bikögle, jilé bëna je bikeitsöglö, manebi kal je tsikinaro manebi bëwák je tkönaneguerö, manebi duë je köjie guerö, manebi ji yöbi je tkönane guer ö” (Morales Morales, 2011: 138).	Nuestra sabiduría tiene un valor, es parte de nuestro ser, de nuestro espíritu, es la que nos sostiene firmes y nos da las herramientas para comprender y analizar las cosas que nos rodean, como las plantas, los animales y las múltiples enfermedades que existen en la naturaleza” (Morales Morales, 2011: 138).
Narración “El águila Ol ökapú”: Kápaké “Olögapú wa” Cabecarwá je tsikineltërö kuö wöyë, jené wö minajun kábatana shanaka maitö.	Narración “El águila Olökapú”:Los Cabécares nacieron de una semilla, que fue esparcida en la cordillera de Talamanca.
Jeska ipakë taí ishe ikalawaite kábata bëna je shana sate itsekera ijiewa köyir gate, bular gate tai, kal doloita je klonaka sate itsera jibö je köshö gate kábata dikinaka, jenaka i bular gate mai kal kie kosklö, blojklö je klö dikinaka.	
Je sa kalawa sekeska jiewa serdö bítaba ka jiana je tiete yë, kalabë serdö ba ñara je shanaka pu taí je daksan bulaletel, jurta jiriri siwaki, kashaka. bëna ikalawa ia je ka siguei kiegunata, siwá bëna je kaku megué bëna sa kalawa ia, ka je watue guna.	
Sa siwá jerö sigueita taí, jerö saje wuwua je icha, sa jer kunewaglö, jenete sa senewegé takírö, sa jérbiköglö bikögle, jilé bëna je bikeitsöglö, manebi kal je tsikinaro manebi bëwák je tkönaneguerö, manebi duë je köjie guerö, manebi ji yöbi je tkönane guer ö” (Morales Morales, 2011: 138).	En sus montañas se narra la siguiente historia “cuentan sus pobladores que siempre oían sollozos en diferentes regiones de Talamanca, en sus encrespadas montañas adornadas con hermosos y gigantescos robles, espabeles, cedros y almendros eran testigos de lo que pasaba.
Narración “El águila Ol ökapú”: Kápaké “Olögapú wa” Cabecarwá je tsikineltërö kuö wöyë, jené wö minajun kábatana shanaka maitö.	Desde algún tiempo atrás la paz y la tranquilidad de las comunidades habían sido alteradas por un águila enorme y feroz.
Jeska i pakë taí i she i kalawaite kábata bëna je shana sate itsekera ijiewa köyir gate, bular gate tai, kal doloita je klonaka sate itsera jibö je köshö gate kábata dikinaka, jenaka i bular gate mai kal kie kosklö, blojklö je klö dikinaka.	
Je sa kalawa sekeska jiewa serdö bítaba ka jiana je tiete yë, kalabë serdö ba ñara je shanaka pu taí je daksan bulaletel, jurta jiriri siwaki, kashaka.	Era tan grande que las plumas de sus alas tenían el tamaño de las hojas del guineo negro, y las del plumaje de su pecho se parecían a las de la bijagua.
Kápaké “Olögapú wa”:Je jáknamá je pirö chimó kö kie sakachimo Je köra ñawanyaka, i jérbata je körö mulisigöra ñajkerögá.	
Ji jáknamá pú këglö jet esa kate gate taí maitö, je keweiska yiani ka je minakloksata jushebëga dalí yölö ñana, y irö manejun jushebega jera je kata gewa pú keglöte.	Esta inmensa águila de divertía cazando a los moradores de la zona, ya nadie se atrevía a salir a buscar sus alimentos por temor a ser atacados por el águila.
Saje ditsö cabecarwá jewa wögri tsakuwa kierö Useglawá jewa nete ka ñayiki sa kiga jilé bëna selwí, duëirö, jáknamá wa je köjieké sa kimigerö, je sa siguëglöwa jewa siwá shö gate kecrá, Siböte je bëna washa ia, sa tsatköglo, sa kimoglö, jewa ksá tai jete bërbëna je pú takli shewawá.	Los Useklas, Cabécares sabios que antiguamente dirigían a los destinos de los pueblos se reunían todas las noches a cantarle plegarias sagradas y misterios al Señor Sibö, para implorarle que el águila olvidara descargar su atroz poderío sobre el pueblo indígena.
Etaba gichá sajertsö egla cabecar minejun ñakpöira, ijek patkacha kokoblo yuaite dulewöchaga je jarnaga, diká taglöwa, i wagué wögi i juëná anebi jek patkechá jemi manebi ije k yömisane je kokoblo je naka.	
Mai sa katerina je kokobulu je shanaka, jeska sawa kal wökuchi katerina, ksá bule julaskuwa je telina, bëna rö wökole jawawá, jemi dua je damiwa, ikawöta je suwo jelewa, tara jerö pú këglö, ikésiga je tagli shewaglöwá elke.	Hasta que un día un valiente joven Cabécar decidió tejer con ayuda de toda su gente un gran canasto con cuatros capas de corteza de pejibaye, reforzado con toscos mimbres del cual solo el joven sabría como entrar y salir.
Kokoblu taí je juajumin jútsini je jushebega, jeböra sate isuera Olögapú datsé bulalé jete isigé siwaki sh aktö ka sune ji asa kalawa wa.	
Kami siwaki ñe sajertsö je manetse jete kábata suwá siörama je sha kloinaka diglö yërgate taí je bularte. ~~~ Bërbëna böra imaga ite ják batá taí je kiga, je pú yabalá datsé bétebe ikatök(Fernández, 2011: 138). ~~~ Cosmovisión 5.	Dentro del canasto tendía un palo resistente, un rollo enorme de mecate de cabuya y varios puros de tabaco curado, que debía fumar constantemente porque el humo haría que el águila calmara su agresividad.
Kapaké taí sikírama. ~~~ Kábata kie Sulayöm, diglö taí katá, tipö, diglö yabalá jenaka juíbulú selwi jemi babawa je tso, je ka jerö oloita, dölöitsana, shkata taí.	El gran canasto fue lanzado a la soledad del patio del palenque Jútsini y de inmediato fue apresado por el águila Olokapú, que voló desapareció de la vista de todos.
Saje sajertsöwa cabécar, jewa ka te saje siwá je shewewata, sate je bikëtse gate ia, ka jeta sate yë, mané sa könel sa tsönel, sajertsö siwa manebi je ser i dëlyë, jerö saje wuwua siwa menel 5.	
Kapaké taí sikírama. siwaki sha ktö ka sune ji asa kalawa wa.	
