[NEW DOCUMENT 03/31/23 SP:06:05:a GN:10:47:a]	[NEW DOCUMENT 03/31/23 SP:06:05:a GN:10:47:a]
Umi aty oikótava, reínte ojeikekuaahápe, oĩ avei Ypykuéra Ñe’ẽita Ay Yvy’ape Ári ryepýpe.	La serie de eventos serán con acceso libre y se enmarcan dentro de la conmemoración del Año Internacional de las Lenguas Indígenas.
[NEW DOCUMENT 05/30/19 SP:12:14:p GN:12:21:p]	[NEW DOCUMENT 05/30/19 SP:12:14:p GN:12:21:p]
PÑS ohechakuaa ha ombojopói club Sport Puerto Diana-pe.	SPL entregó un reconocimiento al club Sport Puerto Diana.
Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) ombojopói ko arapópe club Sport Puerto Diana-pe, ypykuéra Yshir – Ybytoso, Alto Paraguay Tavusu (Chaco)-pegua memetéva oha’ãva ipype ha péina oikeva’ekue Copa Paraguay-pe.	La Secretaría de Políticas Lingüísticas (SPL) entregó este jueves un reconocimiento al club Sport Puerto Diana, equipo integrado por jugadores del pueblo indígena Yshir – Ybytoso del Departamento del Alto Paraguay (Chaco) que estará compitiendo por la Copa Paraguay.
Ko jopói reheve, ojehaíva castellano ha yshir-pe, PÑS omomba’eguasu ha omombarete ko club-pe, añetehápe ohechaukáta ñandéve ñane retã reko joparaeta ojokupytykuaaha.	Con la distinción, escrita en castellano e yshir, la SPL valora y alienta al club que simboliza una verdadera integración intercultural en nuestro país.
[NEW DOCUMENT 05/29/19 SP:09:06:a GN:09:10:a]	[NEW DOCUMENT 05/29/19 SP:09:06:a GN:09:10:a]
PÑS oykeko avei ñehenói guasu #TodosSomosResponsables.	La SPL se suma a la campaña #TodosSomosResponsables.
Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) omoirũ avei ñehenói guasu hérava #TodosSomosResponsables, omoakãva Mitã, Mitãkuña ha Mitãrusu Motenondeha, ambueve temimoĩmby ndive, ohapejokoite hag̃ua mitã, mitãkuña ha mitãrusu ñerãirõ ñane retãme.	La Secretaría de Políticas Lingüísticas (SPL) se adhiere a la campaña #TodosSomosResponsables impulsada por el Ministerio de la Niñez y la Adolescencia (MINNA) en alianza con otros organismos para poner fin al abuso y explotación sexual hacia las niñas, niños y adolescentes de nuestro país.
[NEW DOCUMENT 05/29/19 SP:04:34:a GN:04:41:a]	[NEW DOCUMENT 05/29/19 SP:04:34:a GN:04:41:a]
Manga rupive ojokupytyve ñande Paraguái reko jopara.	El fútbol como espacio de interculturalidad en Paraguay.
Jaguerovy’a añetehápe ko okóitava manga rupive ñane retã reko jopara joaju rehehápe.	Afortunadamente estamos ante un hecho histórico de integración cultural en nuestro país, y viene de la mano del deporte más popular del planeta, el fútbol.
Hasypeve Paraguáipe, peteĩ club ypykuéra memete oha’ãhápe oike péina torneo oikóva ñane retã tuichakue.	Por primera vez en la historia paraguaya, un equipo integrado por indígenas jugará un torneo de competición nacional.
[NEW DOCUMENT 05/28/19 SP:07:34:a GN:07:40:a]	[NEW DOCUMENT 05/28/19 SP:07:34:a GN:07:40:a]
Heta mba’e ojapóta PÑS Feria Internacional del Libro 2019-pe.	Nutrida agenda de la SPL en la Feria Internacional del Libro 2019.
Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) ombosako’i “Semana de las lenguas indígenas” ha hyepýpe oñehesa’ỹijóta heta arandupy ág̃a 3 jasypoteĩ guive 7 peve, Feria Internacional del Libro 2019 aja (Centro de Convenciones del Mcal.	La Secretaría de Políticas Lingüísticas (SPL) organiza la “Semana de las lenguas indígenas” que consiste en una serie de actividades académico-culturales que serán desarrolladas del 3 al 7 de junio, durante la Feria Internacional del Libro 2019 (Centro de Convenciones del Mcal.
López, Villa Morra, Paraguay távape).	López, Villa Morra, Asunción).
Umi aty oikótava, reínte ojeikekuaahápe, oĩ avei Ypykuéra Ñe’ẽita Ay Yvy’ape Ári ryepýpe.	La serie de eventos serán con acceso libre y se enmarcan dentro de la conmemoración del Año Internacional de las Lenguas Indígenas.
[NEW DOCUMENT 05/28/19 SP:03:44:a GN:03:48:a]	[NEW DOCUMENT 05/28/19 SP:03:44:a GN:03:48:a]
Ko árape ñaromandu’a guaranínte ñe’ẽ teéramo guare.	Un día como hoy se declaraba al guaraní como único idioma oficial.
Upe 28 jasypópe 1933-ramo guare, Guerra del Chaco-rõ, omoakãmbáva Paraguái Ejército-pe, José Felix Estigarribia, oguenohẽva’ekue ko kuatia Orden General Nº 51 “Declara al guaraní como idioma oficial de la Guerra” ha he’i opaite jey oñeñomongeta jave ha clave umíva guaraníme añoiténte oje’eva’erã, ani hag̃ua oñeikumby chuguikuéra he’íva térã ojeikuaa ojaposéva ñorãirõ aja.	Un 28 de mayo de 1933, durante la Guerra del Chaco, el comandante del Ejército en Campaña, José Félix Estigarribia, mediante la Orden General Nº 51 “Declara al guaraní como idioma oficial de la Guerra” ordenando que las conversaciones y claves secretas se hagan exclusivamente en la lengua guaraní para mantener la máxima seguridad posible en las comunicaciones durante el desarrollo de las maniobras bélicas.
[NEW DOCUMENT 05/24/19 SP:02:34:p GN:02:40:p]	[NEW DOCUMENT 05/24/19 SP:02:34:p GN:02:40:p]
Iñarandúva he’i guarani ojeporu añetéhague colonia-rõ guare.	Especialista confirma que el guaraní fue de uso oficial durante la colonia.
Ohesa’ỹijóvo imba’ekuaapy “El poder de las palabras guaraníes en la historia” rehegua, Dra.	Durante una conferencia magistral sobre “El poder de las palabras guaraníes en la historia”, la Dra.
Capucine Boidin, antropóloga, lingüista ha historiadora Francia-gua, he’i guarani ñe’ẽ ojeporu añeteva’ekue colonización española-rõ guare, ha ombojo’a oguerekopaiteha ko ñe’ẽ ohupyty jey hag̃ua ko’ág̃a ko ohupytymava’ekue.	Capucine Boidin, antropóloga, lingüista e historiadora francesa, confirmó que el guaraní fue un idioma de uso oficial durante la colonización española y agregó que tiene todo lo necesario para volver a ocupar ese sitial en la actualidad.
[NEW DOCUMENT 05/24/19 SP:08:22:a GN:08:48:a]	[NEW DOCUMENT 05/24/19 SP:08:22:a GN:08:48:a]
PÑS oporohenói oiporavo hag̃ua mba’apohára pyahu Coordinador Técnico - Pedagógico-pe.	SPL convoca a Concurso Público de Oposición para la selección de Coordinador Técnico - Pedagógico.
Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) oporohenói oiporavo hag̃ua 6 (poteĩ) mba’apohára pyahúpe Coordinador Técnico - Pedagógico-rä.	La Secretaría de Políticas Lingüísticas (SPL) convoca a Concurso Público de Oposición para la selección de Coordinador Técnico - Pedagógico.
Opaite mba’e oñeikotevẽva ojeike hag̃ua ñoha’ãme, taha’e: Inscripción, Formularios de Inscripción, Curriculum vitae, Declaración Jurada, Reglamento de Selección, Perfil, Cronograma, Bibliografía ha Tabla de especificaciones para las evaluaciones oĩmbaite PÑS página web-pe: www.spl.py, térã katu ko’apete voi: Cronograma,Currículum Vitae, Jeporavorã jejerure, Kaaukapyrã moañete, Perfiles de los Postulantes CPO - CTP Nº 02-19, Requisitos de Inscripcion CPO - CTP Nº 02-19, Bibliografía, Tabla de especificaciones para las evaluaciones, Res Nº 76 - APRUEBA REGLAMENTO DE CPO COORD.	Todos los Requisitos de Inscripción, Formularios de Inscripción, Curriculum vitae, Declaración Jurada, Reglamento de Selección, Perfil, Cronograma, Bibliografía y la Tabla de especificaciones para las evaluaciones se encuentran disponibles en los siguientes enlaces: Cronograma, Curriculum Vitae, Formulario de Inscripción, Formulario de Declaración Jurada, Perfiles de los Postulantes CPO - CTP Nº 02-19, Requisitos de Inscripción CPO - CTP Nº 02-19, Res Nº 76 - APRUEBA REGLAMENTO DE CPO COORD.
PED., Res Nº 81 - DISPONE CONVOCATORIA 02-19 CPO COORD.	PED., Bibliografía, Tabla de especificaciones para las evaluaciones, Res Nº 81 - DISPONE CONVOCATORIA 02-19 CPO COORD.
PEG., Res Nº 83 - AMPLIA RESOL.	PEG., Res Nº 83 - AMPLIA RESOL.
CONVOCATORIA 02-19 CPO COORD.	CONVOCATORIA 02-19 CPO COORD.
PEG., Res Nº 89 - MODIFICA EL REGLAMENTO DE CPO COORD.	PEG., Res Nº 89 - MODIFICA EL REGLAMENTO DE CPO COORD.
PED.	PED.
[NEW DOCUMENT 05/23/19 SP:05:52:a GN:05:57:a]	[NEW DOCUMENT 05/23/19 SP:05:52:a GN:05:57:a]
Alcaraz oñe’ẽ RCC momaranduhára ndive.	Alcaraz dialogó con periodista de RCC.
Paraguái Ñe’ẽnguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, omog̃uahẽ hembiapoha kotýpe, ko arapópe, Red Chaqueña de Comunicación (RCC) momaranduhárape.	La ministra de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, recibió en su despacho este jueves al canal Red Chaqueña de Comunicación (RCC).
Oñe’ẽ hikuái opa mba’e ojejapómava ha ojejaposéva ko Ypykuéra Ñe’ẽita Ary Yvy’ape Ári ryepýpe.	Habló sobre las actividades realizadas y programadas en el marco del Año Internacional de las Lenguas Indígenas.
[NEW DOCUMENT 05/21/19 SP:05:02:a GN:05:14:a]	[NEW DOCUMENT 05/21/19 SP:05:02:a GN:05:14:a]
PÑS omoirũ Paraguái pegua ypykuéra ñe’ẽ rehe ñomongeta guasu.	SPL acompañó conversatorio sobre lenguas indígenas del Paraguay.
Upe arakõi ohasava’ekuépe, Hernandarias-pe oñeñomongeta guasu “Las lenguas indígenas del Paraguay: pasado, presente y futuro de la diversidad cultural” rehe, Ypykuéra Ñe’ẽita Ary Yvy’ape Ári ryepýpe.	Ayer lunes se realizó en Hernandarias el conversatorio internacional “Las lenguas indígenas del Paraguay: pasado, presente y futuro de la diversidad cultural”, en el marco del Año Internacional de las Lenguas Indígenas.
Ñe’ẽ Rape’apo Moakãharapavẽ, Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) pegua, Celia Godoy, omoirũ ko aty guasu.	La directora general de Planificación Lingüística de la Secretaría de Políticas Lingüísticas (SPL), Celia Godoy, acompañó la mencionada actividad.
[NEW DOCUMENT 05/20/19 SP:06:15:a GN:06:21:a]	[NEW DOCUMENT 05/20/19 SP:06:15:a GN:06:21:a]
Haiharakuéra Mercosur pegua oñombyatýta Paraguáipe.	Escritores del Mercosur se reunirán en Paraguay.
Ág̃a jasypópe, 27 guive 29 peve, ko 2019 arýpe, Paraguay ha Yaguarón-pe, ijatýta Mercosur haiharakuéra “XVII Encuentro de Escritores del Mercosur”, oikévo avei “Ypykuéra Ñe’ẽita Ary Yvy’ape Ári” ryepýpe; ohero ko arýpe ijatykuéra “Ñe’ẽ, tembiporu ombojuajúva ñaneretãnguéra reko”.	Del 27 al 29 de junio del 2019 se realizará en Asunción y en la ciudad de Yaguarón, departamento de Paraguarí, el “XVII Encuentro de Escritores del Mercosur”, que se adhiere al “Año Internacional de Lenguas Indígenas”, con el slogan “Ñe’ẽ, tembiporu ombojuajúva ñaneretãnguéra reko” (La Lengua como herramienta de integración cultural de los pueblos).
[NEW DOCUMENT 05/16/19 SP:11:25:a GN:11:28:a]	[NEW DOCUMENT 05/16/19 SP:11:25:a GN:11:28:a]
Aty guasu omba’apóva tapicha ikatupyry ambuéva derécho rehe oñombyaty ko arapópe.	Comisión nacional que trabaja por los derechos de las personas con discapacidad sesionó este jueves.
Ko arapópe ijaty omba’apo hag̃ua peteĩhaite ko 2019 arýpe aty hérava Comisión Nacional por los Derechos Humanos de las Personas con Discapacidad (Conadis).	En la mañana de este jueves se concretó la primera sesión de este año 2019 de la Comisión Nacional por los Derechos Humanos de las Personas con Discapacidad (Conadis).
Oiko Hote Guaraníme, Paraguaýpe, ha omoirĩ heta motenondehára, sãmbyhyhára, legislador, ha tapicha sociedad civil rerapeguáva.	El evento, que tuvo lugar en el Hotel Guaraní de Asunción, contó con la presencia de ministros, viceministros, legisladores, y representantes de la sociedad civil.
[NEW DOCUMENT 05/10/19 SP:07:05:a GN:07:12:a]	[NEW DOCUMENT 05/10/19 SP:07:05:a GN:07:12:a]
PÑS oipytyvõ UNP-pe.	Asistencia técnica de la SPL a la UNP.
Paraguái Ñe’ẽnguéra Sãmbyhyha (PÑS) mba’apoharakuéra omba’apo kuehe, arapópe, mbo’ehaovusu Universidad Nacional del Pilar peguakuéra ndive.	Técnicos de la Secretaría de Políticas Lingüísticas (SPL) mantuvieron este jueves una jornada de trabajo con funcionarios de la Universidad Nacional del Pilar (UNP).
Oykeko chupekuéra ñe'ẽ ’ehe ñemba’apópe ha ojeporu meme hag̃ua guarani ko mbo’ehaovusúpe.	La actividad se basó en una asistencia técnico-lingüística para la normalización del guaraní en la universidad.
[NEW DOCUMENT 05/08/19 SP:05:11:a GN:05:14:a]	[NEW DOCUMENT 05/08/19 SP:05:11:a GN:05:14:a]
Parlasur guive ojeykekose Paraguái ñe’ẽita.	Desde el Parlasur buscan promover diversidad lingüística paraguaya.
Paraguaiguakuéra, Mercosur Parlamento-pe oĩva, omoirũ avei Apoukapy Ipapapýva 71/178, oguenohẽva’ekue Organización de las Naciones Unidas Atypavẽ, he’ívo 2019 ha’eha “Ypykuéra Ñe’ẽita Ary Yvy’ape Ári”, ha upévare, upe 29 jasyrundýpe, ojerurékuri mayma Parlamento pegua omoirũ hag̃ua ko Apoukapy.	El Parlamento del Mercosur, delegación paraguaya, se adhiere a la Resolución Nº 71/178 de la Asamblea General de las Naciones Unidas, que declara el 2019 como “Año Internacional de las lenguas indígenas” y, por tal motivo, había propuesto, el pasado 29 de abril, que el organismo regional se sume, en pleno, a esta decisión.
[NEW DOCUMENT 05/07/19 SP:12:03:p GN:12:06:p]	[NEW DOCUMENT 05/07/19 SP:12:03:p GN:12:06:p]
Heta tapicha oñombohovake leirã Lengua de Señas Paraguaya.	Sectores afectados debatieron proyecto de ley sobre Lengua de Señas Paraguaya.
Aty Comisión Asesora de Defensa de los Derechos de las Personas con Discapacidad de la Cámara de Diputados oporohenói ko araapýpe opa umi tapicha aty oku’éva iñe’ẽngúva rérape oñomongeta hag̃ua hikuái leirã “Que otorga reconocimiento oficial a la Lengua de Señas Paraguaya (LSPY)” rehe.	La Comisión Asesora de Defensa de los Derechos de las Personas con Discapacidad de la Cámara de Diputados convocó este martes a los distintos sectores de las personas con discapacidad auditiva a fin de discutir el contenido del proyecto de ley “Que otorga reconocimiento oficial a la Lengua de Señas Paraguaya (LSPY)”.
[NEW DOCUMENT 05/07/19 SP:06:41:a GN:06:45:a]	[NEW DOCUMENT 05/07/19 SP:06:41:a GN:06:45:a]
Sãmbyhyhára Alcaraz oñombyaty Parlasur peguakuéra ndive.	Ministra Alcaraz se reunió con parlasurianos.
Paraguái Ñe’ẽnguéra Sãmbyhyhára (PÑS), Ladislaa Alcaraz de Silvero, oñombyaty umi Parlasur pegua oĩva Comisión de Educación, Cultura, Tecnología, Ciencia y Deporte del Parlasur ryepypeguakuéra ndive.	La titular de la Secretaría de Políticas Lingüísticas (SPL), Ladislaa Alcaraz de Silvero, mantuvo una reunión con los miembros de la Comisión de Educación, Cultura, Tecnología, Ciencia y Deporte del Parlasur.
[NEW DOCUMENT 05/06/19 SP:05:25:a GN:05:34:a]	[NEW DOCUMENT 05/06/19 SP:05:25:a GN:05:34:a]
Reikuaápiko mboyichagua guaranípa oñeñe’ẽ Paraguáipe.	¿Sabés cuántas lenguas guaraní se hablan en Paraguay?.
Akóinte ningo oñeñe’ẽséva ypykuérape guarani paraguayo-pe, oñeimo’ãgui ha’ekuéra oiporukuaa ko ñe’ẽ.	Es común dirigirnos a los indígenas en guaraní paraguayo, pensando que es una lengua común para ellos.
Katu, jaikuaava’erã Paraguáipe oĩha 19 ypykuéra ñe’ẽ ojoavypáva ojuehegui ha ãva apytégui 6 ypykuéra ñe’ẽ oĩ familia lingüística guaraní ryepýpe, jaipapa’ỹre guarani paraguayo.	Sin embargo, en Paraguay existen en total 19 lenguas indígenas diferentes y de éstas son 6 las lenguas pertenecientes a la familia lingüística guaraní que hablan los nativos, sin contar el guaraní paraguayo.
[NEW DOCUMENT 05/03/19 SP:05:15:a GN:05:20:a]	[NEW DOCUMENT 05/03/19 SP:05:15:a GN:05:20:a]
Araka’eve oiko’ỹva: ópera guaraníme ojehecha ha oñehendu ñepyrũta Europa-pe.	Histórico: ópera en guaraní se estrenará en Europa.
Ko ópera guaranimeguáva “Ñomongeta”, oguerekóva mokõi escena, compositor ha director paraguaigua, Diego Sánchez Haase rembiapokue, tenor ha ypykuéra mba’epúpe g̃uarã, ojehecha ha oñohendu ñepyrũta Europa táva tuichatuichavévape.	La ópera en dos escenas, en guaraní, “Ñomongeta” (Conversación), del compositor y director de orquesta paraguayo, Diego Sánchez Haase, para tenor e instrumentos indígenas, tendrá su próximo estreno mundial en las grandes capitales europeas.
[NEW DOCUMENT 05/02/19 SP:10:37:a GN:10:40:a]	[NEW DOCUMENT 05/02/19 SP:10:37:a GN:10:40:a]
Oñehesa’ỹijohína leirã ombohapétava Estado-pe oporomomarandu hag̃ua mokõive ñe’ẽ teépe.	Analizan proyecto de ley sobre bilingüismo oficial en la comunicación pública.
Mbohapyvéva Tetã Pokatuvete guive oñemba’apohína, ha ko arapópe jey, atýpe ojehesa’ỹijo ha oñembohapévo mba’eichaitépa leirã hérava “Que establece el alcance del bilingüismo en los medios de comunicación del Estado, la comunicación gubernamental y la comunicación oficial”.	Una mesa técnica integrada por representantes del los tres Poderes del Estado, se reunió este jueves a fin de analizar las implicancias del proyecto de ley “Que establece el alcance del bilingüismo en los medios de comunicación del Estado, la comunicación gubernamental y la comunicación oficial”.
[NEW DOCUMENT 04/29/19 SP:07:00:a GN:07:17:a]	[NEW DOCUMENT 04/29/19 SP:07:00:a GN:07:17:a]
Ojehekombo’éta catalán ñe’ẽ Paraguaýpe.	Dictarán clases de catalán en Asunción.
Temimoĩmby Centro Catalán de Asunción oikuave’ẽ maymávape ha ndahepyiete catalán ñe’ẽ jehekombo’e.	El Centro Catalán de Asunción ofrece cursos del idioma catalán a un costo accesible para todos los interesados.
