[NEW_DOCUMENT: DOCid=0, lang=nah, DOCNAME=CENTE COUATL HUAN TLACATL ].	[NEW_DOCUMENT: DOCid=0, lang=spa, DOCNAME= LA CULEBRA Y EL HOMBRE ].
31Inexikolme tlen inon kichiujtoke ipan tlapatiloni aki ayakmo tlaneltoka kin uikatok miyakten tlachianime uan kitstoke okseki yankuik teotlaneltokilisme tlen ika inon motekipanoske uan kuali ompa yetoske ipan altepeme uan in achto tlane’neuilis maseualme.	
Noyoujke moyolkokoua kema uits kaltenko chikaualistli kampa altepeme, keni ki’tosneki, tlamachtiyanime aki’ke a’mo tlaneltokake aki’ke miyak moita ueka chanime kayome, uan mokalaktiya’ke ipan inemilis uan ika inon ik mochiua a’mo kualiyotl.	Habitamos muy lejos de aquí. —¿En dónde habita usted? —Vivo en casa de una señora que se llama doña lagartija y me ordenó que viniese a suplicarle a usted que vaya a curar a su hijo que está enfermo.
Uan ojko kuali tikitstoske keni inin tlapatiloni kichiua inexikolme uan ayakmo kualiyolipan ialtepeme uan noyoujke tlen ika mochiua’ke.	Si ha de ir usted, que sea desde luego. ~~~ Espéreme usted.
Ika inon mochiuiliya tlen tla’toli ayakmo moitaloni tlen achto a’mo okatka ipan tlen achto tlachiuali uan ika inon kinextiya in tlen miyak in tlane’neuilis inmaseual chanime ika oksejka, a’mo tikilkauaske in teotlaneltokilisme uan in maseual tlane’neuilis tlanextil imaseual altepeme mopatlatoke keni tlen yiue’kauj in tlano’notsal iuan miyakten tlen axan tlamantlime kuali moitake ipan achto in tlane’neuilis, keni imauesyo teotlakaitaloni, noyoujke okin ixpanti’ke ika tlakame tlen uitse ue’ka satepa noyoujke ino okiseli’ke inmmaseual altpeme uan ojko oki ne’neuili’ke keni in ixtlakaloluan.	
Maske achto in teotlaneltokilisme aki a’mo tlaneltokani ayakmo kiyekseliya in tlen achto tlane’neuilistli uan tiachkauj tlayekanyome ipan altepeme, onka tlen italoni ipan tlen axan yayankuik tlapatiloni kalakto’ke ipan in tlane’neuilis uan noyoujke kiseli’toke ipan tlen ye’uan in tlane’neuilis.	
Ojko, keni tikitaske, yaue’kita maseual tlapa’tiyanime tlen ika mopa’tiya in moujkakokolistli.	Iremos juntas. ~~~ Nada más arreglo lo necesario.
Ika inon in tlen tlane’neuilis pa’tiloni kampa in tlen ayakmo tlaneltokislistli ye ika inon yek yomopatlake in keni kate in maseual chanime ipa inin tlen tlantok mama’tlakten xiujme uan ika inon mouikatikate kampa okseki ixnextilolme uan okseki yankuik keni moitaske maseualme. .	
[NEW DOCUMENT]. keni katki maseual tekipanolistli.	Puso en su cesto todas las hierbas medicinales y salieron y se fueron.
IN MASE uAL TLA xELOL u AN MI yIkTEN INE xTIkAyOTLse tlAne’neuilistli tlen moyeknextiy A mAs k e tenexikolit A ipAn mexko mAseuAl Altepeme , ye i n o n tlen mAseuAl tlAxeloli uAn tlen A’m o m o p i x t o k t o m i n . kuAli tiki’toske in maseualme kachi a’mo kipiya tomin maske oksekinten Mexkochanime kipiya tepitsin uan noyoujke inyektlaxtlauil tlen a’mo kin yek a’sili’tok.	
Noyoujke a’mo kipiya miyak tlamachtilistle keni ino’ke oksekinten keskinten tlakame uan keskinten maseual siuame a’mo kimate tlaixpoua uan a’mo kuali a’siske kani ketemakaske in yoltlapatile.	Llegaron a la casa de la señora lagartija y en cuanto la curandera vio cómo estaba el niño enfermo, preguntóles: —¿Qué le dan a tomar? 99—No quiere tomar nada; sólo está llorando.
Noyoujke miyakte maseual kalme aki’ke a’mo kipiya mekatlauili, chipauak atl uan sokiatlakoyontle.	Le palpó la boca al estómago; lo tenía muy enjuto, y entonces dijo: —Traigan un poquito de pulque.
Ojko kuali tiki’toske ipan nochi inin yoltlane’neuilistli uan ipa inin kalchaniskaltilisme32 in maseualme ye’uan kachi a’mo moyekitstoke inauak in oksekinte Mexko altepeme.	
Inin tlaxelolitali uan moljui tekipanoli ualkistok nepa ue’ka yolxolalpa, keni kuali moitas inepanko noso itenko imaseual kalnechikolme, keni ika kaltenko noso itenko aki iuan itenko monauati’tok in Mexko nechikol chanime uan noyoujke iuan aki’ke a’mo maseualme tlen mo chiujtoke in chantlaka.	
Tipeuaske tikinpanitaske nepa kaltenko uan tia’siske inepanko.	[Y en cuanto] empezó a dárselo, se puso contento [el niño].
Tlen kaltenko italistli kinuikatok in maseual nechikoli, maseual tlaxelolistli ye inon yetok, ipan yiue’kauj xantil xiujme, nexikolitalistli, tlakui’kuikalistli uan tlateuilistli.	Antes había visto que tenía pintado sobre su estómago, con sangre, un maguey [y] dijo: —Mire usted, señora, este maguey que aparece pintado en su estómago quiere decir que deberá criarse con pulque.
I’kuak ayamo uala’sitoya kaxtilantlatouanime, in nechikolchanime kachi ue’ueyinten uan kachi chi’chikauake okintlaniyaya uan okin kui’kuiliyaya in tekiujyo aki’ke a’mo chikauake, uan noyoujke okin xipitsouaya’ke ipan in kua’kuali tlaluan.	Mientras crece denle a tomar lo que les he dicho; cuando llegue [a la edad de] siete años, ya le cambiaremos de alimento.
Satepa ikuak opanok kaxtole uan se xantil xiuitl, mochten tlen maseual altepeme oyetoya okin nechikol tlali’ke uan okin tokayoti’ke “indios” ojko okin chikaualti’ke matekitikan ipampa kaxtilantlatoanime noyoujke okin chikaualti’ke makitemaktika se tlaxtlauili in ueyi kaxtilan tlayekanke.	
Ojko okin kui’kuili’ke tlen kachi kuali in tlaluan.	Entretanto vamos a curarlo. ~~~ Empezó a curarlo.
Ika sejyotl opopoliujke miyakten tiechkaujtlanauatilme tlen ika a’mo okin yek itaya, uan tlen ika okin nexikolmatiyaya uan noyoujke tlen ika omochikauaya kampa kuali tlakui’kuiliyaya; omochiuj ueyi tlali tlakui’kuililistli I’kuak opeujke in tlali tlanamakale uan tlali tlakouali ipan ka’kala’me.	
Ipampa ojko miyakten ka’kala’ten okin polo’ke in tlaluan tlen ika omo yoltekipanouaya uan ika omotlamakaya; ojko maseual chanime okin uikata’ke ipan tlauel tekitl tlen omochiujtouayaya ipan ue’ueyinten kaltekipanoloyan noyoujke ipan ue’ueyinten kalchaniloyan xolalpa.	
In tlen tlateuiloni okin patlak in tiechkauj tlane’neuililme tlen kin yekana tlaltlayekanyotl uan ojko yolik iuan kuali okin kuepilita miyikten intlal in ka’kala chanime, miyikten maseual ka’kala’me a’mo kuali omoyek tekipano’ke insel uan ojko in maseualme san ijko otekitilti’toya ipan ue’ueyinten kaltekipanoloyan, ue’ueyinten kalchaniloyan, uan sese tonale oya’toya’ke tekiti noyoujke ipan ue’ueyi nechikol ka’kala’me, ompa kani okitlaniyaya tepitsi in tlaxtlauil.	
Noyoujke in tiechkauj tlanauatilme aki’ke oyetoya ipan sempoali xantil xiuitl, a’mo okin yolchikaujke in maseualme ipàn in xantil tlamilol tlen kachi okin paleuiyaya ipan toktli tlamiloli, yeuanten okin ne’neuiliyaya mach a’mo kuali uan san tepitsin okin paleuiyaya.	Chupó la sangre sobre el estómago, lo sahumó con hipérico, palma, incienso y otras muchas hierbas medicinales; le untó sobre el estómago sangre de gallo, que con esto se borraría el maguey que tenía pintado el niño; lo sahumó [luego] y así ya no [volvería] a llorar.
Yolik iuan kuali oual a’sita’ke in yankuik tomintekipanolme tlen motlali’toke ipan to nantli, ipan ini’ke sempoali xiujme tlen uelok panoto’ke, kinmo’siui’tok in maseualme kachi keni oksekinten maseual altepeme, a’mo kin yek tlaxtlauitok uan a’mo kin yektlali’tok, tleka ye’uan a’mo kuali mosi’siniya.	
Ini’ke xantil xiujme kanin tlaxelol italisme uan tlai’kuilolisme kachi moitstok inauak in tomin tekipanoli tlanechikolne’neuilistle uan xolalpa nemilistli tlen inyaxka maseual altepeme.	Desde que lo curó no volvió a llorar [ya], siempre estaba tranquilo; una vez que le daban pulque ya no había que darle otra vez, se dormía y hasta otro día dábanle de beber.
Ipampa tlai’kuilolisme uan noyoujke kenik kiye’yekoua kuali choloske inauak aki’ke kin te’teuiya, ya’toke moue’kachantiya ipan koujtla tepeme, moue’ka kaua noyoujke ipan nantli: koujtlatepeme, akaualme uan tlaluajka.	[Cuando] cumplió siete años, de nuevo fue a verlo aquella curandera y tornó a sahumarlo con cedro, incienso e incienso blanco.
Ipan miyikten maseual xolalme kuale omoselyotekipano’ke, uan maske a’mo ika nochi, tleka a’mo tlalme uan tonaltlatotonilme a’mo okin kauaya kuali matokmilokan noso mayolka tlatemokan uan matlaxinachpe’penakan in tlen ue’ueyi tlalme tlauel okin milo’ke uan ayakmo kuali omokuike oksepa, tleka tlalkapitstlalpa uan tlaluajkayotl a’mo kin kaujtok in maseual tlamilouanime kachi mamoyektekipanokan.	Cuando terminó, dejó pasar un rato y luego registró [su cuerpo] otra vez, y sobre su espalda encontró pintadas muchas frutitas, y le dijo a su mamá: —Mire usted, señora, lo que aparece aquí; son muchas frutitas que indican que deberá mantenerse con fruta, y aquí, en la mano derecha, tiene una mazorca, y en la mano izquierda, vea usted, tiene una guía de calabaza con una calabacita, lo que quiere decir que será trabajador cuando sea grande.
Ojko miyakten maseual altepeme mochanti’toke ipan kikitsini nechikolchaniyolme noso nechikolchankame kampa a’mo a’si makuili pouali kalchanime, uan yetoke ue’ka kani a’mo inauak inue’ueyi nechikol altepeme.	Ahora denle por alimento fruta únicamente; vayan a cortar de la mejor en la barranca, donde pasan los aires; de ésa es de la que debe comer. ~~~ Y así fue como criaron a aquel niño con fruta.
Ojko in ue’ueyi tiechkauj tlayekantlanauatilme a’mo kuali kin paleuiya, tleka ue’ka yetoke uan ka’kala’ten tlauel kitsitsini.	Luego dijo la curandera: —Ahora voy a curarlo. ~~~ Le chupó en las manecitas y en la espalda.
Ojko maseual ka’kala’ten a’mo kipiya itlatlen tlapaleuilistli tlen ika moyek nechikolchantiske keni oksekinte Mexko chanime, itla’tlen kin poloua keni: mekatlauaili, chipauak atl uan sokiyatlakoyontle.	
Kalchanime Uicholes aki’ke mochanti’toke ipan ueyi altepetl itoka “Nayarit” uan Xalixko, noyoujke tarahumaras aki’ke mochanti’toke ipan ueyi altpetl itoka “Chihuahua”, a’mo kipiya inin tlamantlime tlen nikan tiki’to’toke, san ika ye’uan ue’ka mochanti’toke kani koujtla altepeme ue’ueyinten maske yetoke ipan inin Mexko.	Pasados tres días, hirvió rosa de Castilla, cempasúchil, té del monte; luego que hirvió todo esto con madera de cedro, dejólo durante tres días en una cueva de la barranca y le encendieron velas noche y día, y alos nueve días le lavó la espalda con aquella agua perfumada que habían bendecido los aires.
Kate sekinten maseual ka’kala’me keni “San Mateo del Mar” noso “San Juan Chamula” aki’ke kipiya semi miyakten kalchanime uan ojko a’mo kuali moyoltekipanoua iuan in chankaua uan kin uika kinmo’siuiya kani mochikaua moxi’xitiniya in yektlaltikpakyo.	En cuanto lavó a la criatura o, más bien dicho, la bañó la curandera, en seguida se borraron las frutitas que tenía pintadas en la espalda, todo desapareció, y [desde entonces] le llamaban "el niño horticultor".
In tlakamomachtiyani Gonzalo Aguirre Beltrán okin tokayoti inin maseual xolalme keni “xolalme tlatlatiyaya”, ompa kani ipan xantil xiujme in maseualme ompa omo tlatiyaya.	No había ni un solo campo de labranza, ni un solo solar que no tuviese árboles frutales, y se dice que fue él quien los sembró dondequiera, que sin él no habría ningún árbol frutal.
Tlen yeyi tlane’neuilis ki’toua mach ini’ke maseual chantilolme a’mo moyeksenkaujtoke, tleka monechiko’toke uan mopaleui’toke keni a’mo mokaua makin tlakui’kuilikan kaxtilanka’kala’me aki’ke yetoke ipan in xolaluan ini’ke tlen “achto ueyi altepeme”, tlen ika itla’tol tlane’neuilis Aguirre Beltrán, moitstoske keni inepanko tiankistlanemakaloyan, tomin tekipanoloyan, tiechkauj tlayekan tlanauatiloyan ipampa maseual ka’kala’ten aki’ke kinyeualo’toke; ompa kani ue’ueyi kaxtilantlatoanime kinteuiya uan kinkui’kuiliya ipan in altepeuan.	
Ojko tlasemankime tlakoua ika a’mo patiyo tlen in tlachi’chiujkayo maseualme uan kinemakiltiya patiyo in tlakual uan in tlaken tlen kinektoke noso tlen kikuitoke; noyoujke in teko ue’ueyinten kaltekipanoloyan uan ue’ueyinten kalchantiloyan, keni aki’ke kitemaka tekitl ipan ue’ueyi altepeme, mosentlaliya uan mono’notsa pampa keni kuali san penas kin tlaxtlauiske maseualtekitiyanime; noyoujke in ueyi kaxtilantla’toauanime aki’ke mochanti’toke ipan ue’ueyi altepeme, mono’notsa uan kine’neuiliya keni kuali ye’uan mokauaske ipan tiechkaujyotl tlen altepetl noso ueyi altepetl uan ojko noyoujke kuali kinmakaujtoske inmaseulame kanin yeuan in selto a’mo kuali motiechkauj ixnauatiske, uan tla aki’ke mosi’siniya kemaniya moti’tiuiya uan kin a’ua.	
33Inin tlasentlaliloni aki’ke maseulame inuan a’mo maseualme kuali moitstok inepanko xolalchanime tarahumara tlen yetoke ompa Chihuahua uan nepa kani ue’kapa tlalme tlen yetoke ipan ueyi altepe itoka Chiaujpa uan ojko kin ue’ka kaujtok ipan maseual tlanexelol itali.	
Ipa inin kaltenko tlachiualistli, noyoujke onka tla’tek tlachiualistli tlen kinuikatok in maseualme ipan moljue tekipanolistli.	Hombre bendito de los aires, por dondequiera que pasaba todos le hacían reverencia. ~~~ [END OF DOCUMENT].
Kuali moitstok tlen noyoujke kinmo’siuitok ipan in tekipanol tlen ye teuiloni inepanko ka’kala’me kanin kalchanime moteuiya ipampa inkal, inkoujtla’uan, in ameluan.	[NEW_DOCUMENT: DOCid=11, lang=spa, DOCNAME= EL SALTAMONTES COLORADO ]. ~~~ EL SALTAMONTES COLORADO .
In ka’kala’me ojko ya’toke mochantiya kanin ue’ka koujtla tepeme, tleka ojko moteuiya iuan in maseual ikniuan pampa kuali kinma a’siske itla’tlen tekipanol nechikoli tlen ika mopaleuiske uan monauatiske.	El saltamontes colorado estaba descansando en la sementera y el Saltamontes sordo cayó sobre él de un brinco, y dijo: —¡Ay, muchacho, brincaste encima de mí! ~~~ Contestó: —¡Ea!
Inepanko Mexko tlaltikpak, ipan mixtejka, ipan xolalpa mixe, ini’ke niteuilonime inepanko ka’kala’me yi ue’kauj mochiujtoke, kuale moi’tos ipan yiue’kauj xantilxiujme, ojko ayakmo mochikaujtoke in altepeme aki’ke moteui’toke, a’mo kin kaujtoke mamochikauaka pampa kuali moteuiske inuan aki’ke a’mo maseualme, aki’ke kinexikoltlatlata uan kin tlakui’kuiliya.	¿Qué dices?
Noyoujke kichiujtoke netiuilolistli, mikistli uan nexikol italistli tlen a’mo kinchikaujtok uan kin molue tekiyoti’tok ipan ini’ke ka’kala’ten. Sekinten tlakamomachtiyanime keni Arturo Warman, ki’toua mach noyoujke kin tlauel kaujtok in maseualme ye tlen tlamantle kichiua iyixpa in teotlaneltokalis kampa miyak tomin kitouetsoua tlen ika kitlaxtlaua itla’tlen iluitl chiualis, yotiki’toke ipan oksekinten tlatolme, ini’ke chiualisme kin uika maseualme makitlamikan in tomin uan a’mo itla’tlen kin paleuiya pampa kani kuali kiskaltiske in tekipanol uan ojko kuali moyek yolchikauaske.	
Miyakten tonalten tikitstoke, mach kachi aki’ke kitlantoke miyak tomin kani maseualme kichiua itla’tlen iluitl ino’ke ye’uan kaxtilantlatouanime, tleka kinemaka tlayile papatiyo, noyoujke kinemaka tlakuepontle uan okseki tlamantle tlen kuali mokuiske ipan sese iluitlchiualis.	¿Ya eres viejo? ~~~ Y respondióle: —Ya soy viejo. —Si eres de veras viejo, di, ¿cuántas veces has visto la danza del bielgo y también el corretear de las chispas? —Y tú, ¿cuántas veces lo has visto? —Yo, siete veces, y tú acaso acabas de nacer y ya te dices viejo.
34Yotiki’take mach a’mo kuali tiki’toske nochi maseual ka’kala’ten yek itoke noso a’mo yeki’toke, uan noyoujke totlane’neuilis a’mo tech kauas matikinsentil itaka nochipa.	Ya ves que te he ganado, nada puedes decir de lo que te pregunto. ~~~ Se despidió el saltamontes sordo, voló y se fue.
San ika kuali tiki’toske mach maseual ka’kala’ten yomoixeui’ke moyolchikauaske pampa kuali mosiniske uan kipaleuiske in nechikol ka’kala ixnextikayo uan ojko a’mo kuali po’poliuiske inepanko in ue’ueyi kaxtilan altepeme, kuali ki tlamiske in tomin tekipanol kanin teoiluichiuaske tlen a’mo kinkauailis maki miakilikan in tomin makikouakan itla’tlen intlal noso itla’tlen tlachi’chiualistli, noso matlamilokan.	
Ojko kuali timotla’tlaniske tleka Mexko ka’kala’chantlime a’mo kin kaujtok mamoueyilikan uan makieujtokan ixnextikayo tlen ika kachi kauli omoiskaltitoyaya noyoujke ika in tomintekipanol, kuali tiki’toske noyoujke tleka kaxtilan tla’touani tlane’neuilistli uan maseual tlachi’chiualistli kani moyolchikaua iuan tiechkauj tlayekanali kani altepeme a’mo tekaujtoke mamoiskaltilo ika tomintekipanoli uan tlakachaniloni keni noyoujke a’mo moilkauas in maseualistli.	
Ipan totonakapan ka’kala’ten aki yetoke ompa altepetl itoka Papantla noso ipan Tsapotekatl altepeme kani itokauj Juchitan in maseual tlaixnextiloni a’mo momaka’kaujtok uan kachi kuali momachikaujtok ika tomin tla’tlanilistli uan ika tlachi’chiual tlanemakali; tleka ini’ke tlachi’chiualisme a’mo kuali mochiujtoke ipan nochten Mexko maseual xolalme.	
Noyoujke a’mo kuali tikilkauaske in kani maseual tionechikoliluitl motlamiya in tomin, onka aki a’mo kiyek ita ojko kualani uan mosi’siniya mach tleka motlamiya in tomintekipanoli inseseltsi uan a’mo monechikoua ipan nochi Mexko kalchanime uan ojko kuali ika peuas iskaltili nononkua, nechikolistli uan oksekinikan, ojko keni ika ki’toua miyakten maseual nechikoltlane’neuilisme.	
Ojko kuali noyoujke tiki’toske mach inin tekiyotl tech nextiya kenik maseualme kuali moiskaltiske uan kianaske setlayekantli ipampa ialtepeuan, noyoujke kiuikaske kualtsin tlane’neuilis inyoltekipanolis uan in ixtlanextikayotl. kENI k ATkI TLATE kILONI u AN ITEkIyOJuAIpan ini’ke xantil xiujme tlen uelok panotoke tikitstoke se ue’ka tlapatiloni ipan maseual yolnemilistli tlen uala’to’ke ipan tekiyotl kani moyoltekipanoto’ke miyakten ka’kala’me ipan yiuekauj xantil xiujme: ojko kimilo’toke tlen ika motlakualchiua ye inon toktlamilolistli.	
Inin tlokolitekipanoli oualmonexti ipan yeyi pouali ma’tlaktli xiujme tlen opanoke ipan sempoali xantil xiuitl, i’kuak noyoujke tlamilolo ipan tlaltekipanoli tlen tiechkauj kitemaka iuan ka’kala tlatekipanoli tlen iyaxkayo nantli inon ouala’sik ipan ueyi xantil tlane’neuilis chi’chiujkaujyotl i´kuak inon opeuj poliujti yolik iuan kuali.	
Ipa ini’ke tonalten in xantil tlamilolme omo iskaltitoya uan mo ueyilitoya tleka kachi tlakame tlamilouanime otlato’tokaya ipan xopanko, miyakten ye’uan maseualme, ojko noyoujke ue’ka oa’sike ika in tlanechikol chi’chiualis ipan tlali uan ipa yankuik tekipanolchi’chiualisme uan okin nelo’ke iuan tekiyoujme xantilme.	
